complaint_id,date_received,district_occurrence,general_cap_classification,summary
19-0453,2019-09-11,3900,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-9-19, they reported corruption they viewed on a YouTube video, in the confines of the 39th District."
19-0454,2019-09-17,1900,LACK OF SERVICE,"According to the complainants, on 9-10-19 at 5:55 PM, they did not receive proper service from officers assigned to the 19th District."
19-0455,2019-09-16,0100,DEPARTMENTAL VIOLATIONS,"According to the complainant, 9-6-19 at 11:00 PM, they were falsely arrested and did not receive proper service from a South Detective Division detective and unknown officers assigned to the 1st District."
19-0456,2019-09-11,1200,LACK OF SERVICE,"According to the complainant, on 7-24-19 at 4:14 PM, they did not receive proper service from a 12th District officer."
19-0457,2019-09-13,7700,LACK OF SERVICE,"According to the complainant, on 01-10-18 at 10:00 AM, they did not receive proper service from an officer at the airport."
19-0458,2019-09-17,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-9-19 at 1:30 AM, they did not receive proper service and were harassed by an officer assigned to the 15th District along with other unknown officers."
19-0459,2019-09-17,1400,PHYSICAL ABUSE,"According to the complainant, they were physically abused by officers assigned to the 14th District."
19-0460,2019-09-17,1500,VERBAL ABUSE,"According to the complainant, on 9-11-19 at 4:32 PM, they were verbally abused by an off duty officer assigned to the Research and Planning Unit within the confines of the 15th District."
19-0461,2019-09-17,1200,PHYSICAL ABUSE,"According to the complainant, on 9-9-19 at 12:53 PM, they were physically abused by an officer assigned to the Criminal Intelligence Unit within the confines of the 12th District."
19-0462,2019-09-17,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-12-19, their property was not returned by unknown officers while in the confines of the 25th District."
19-0463,2019-09-17,3500,PHYSICAL ABUSE,"According to the complainants, on 9-11-19 at 10:40 PM, they were physically and verbally abused by officers assigned to the 35th District."
19-0464,2019-09-17,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-11-19 at 9:00 PM, they were improperly stopped and searched by officers assigned to the 26th District."
19-0465,2019-09-17,3500,PHYSICAL ABUSE,"According to the complainant, on 9-12-19 at 5:00 PM, they did not receive proper service and were treated unprofessionally by officers assigned to the 35th District, who also used excessive force when stopping a relative."
19-0466,2019-09-16,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-6-19 at 9:24 PM, they were improperly ticketed and did not receive proper service from officers assigned to the 24th District."
19-0467,2019-09-16,0200,HARASSMENT,"According to the complainant, since 5-8-19, while in the confines of the 2nd District, they are being harassed by off-duty officers assigned to the 12th District."
19-0468,2019-09-17,2200,UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-4-19 at 10:45 PM, they were treated unprofessionally and verbally abused by an officer assigned to the 22nd District."
19-0469,2019-09-18,2500,LACK OF SERVICE,"According to the complainant, on 9-11-19 at 4:30 PM, they did not receive proper service from an officer assigned to the 25th District."
19-0470,2019-09-17,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-11-19 at 11:30 PM, they were physically abused and did not receive proper service from officers and a sergeant assigned to the 15th District."
19-0471,2019-09-18,0300,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-14-19, they were racially profiled and treated unprofessionally by an officer from the 3rd District."
19-0472,2019-09-17,2200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-12-19 at 3:24 PM, they posted a video of social media showing an improper pedestrian investigation by an officer while in the confines of the 22nd District."
19-0473,2019-09-18,1400,LACK OF SERVICE,"According to the complainant, on 9-2-19 at 2:00 PM, they did not receive proper service from unknown 14th District officers."
19-0474,2019-09-18,1600,LACK OF SERVICE,"According to the complainant, on 9-15-19 at 9:00 PM, they did not receive proper service from unknown 16th District officers."
19-0475,2019-09-20,2500,PHYSICAL ABUSE,"According to the complainant, on 9-5-19 at 8:05 PM, they were physically abused by officers assigned to the 24th and 25th Districts."
19-0476,2019-09-19,2200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-26-18 at 10:00 AM, they were falsely arrested by detectives assigned to Central Detective Division."
19-0477,2019-09-19,3500,LACK OF SERVICE,"According to the complainant, in July of 2019, they did not receive proper service from a detective assigned to Northwest Detective Division."
19-0478,2019-09-19,2400,CRIMINAL ALLEGATION,"According to the complainant, on 9-14-19 at 6:00 PM, they discovered that personal property had been taken without their permission by unknown officers within the confines of the 24th District."
19-0479,2019-09-19,1800,PHYSICAL ABUSE,"According to the complainant, on 9-15-19 at 4:30 PM, they were physically abused by officers assigned to the 18th District."
19-0480,2019-09-19,0600,LACK OF SERVICE,"According to the complainant, on 9-11-19 at 11:39 PM, they did not receive proper service from a 911 police communications employee while in the confines of the 6th District."
19-0481,2019-09-19,1900,PHYSICAL ABUSE,"According to the complainant, on 12-26-18 at 12:00 PM, they were physically abused by officers assigned to the 19th District."
19-0482,2019-09-20,2500,UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-6-19 at 6:30 PM, they were treated unprofessionally by unknown officers within the confines of the 25th District."
19-0483,2019-09-19,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-18-19 at 6:35 PM, unknown officers did not follow proper police procedure within the confines of the 39th District."
19-0484,2019-09-24,1900,LACK OF SERVICE,"According to the complainant, on 9-14-19 at 5:40 PM, they did not receive proper service from an officer assigned to the 19th District."
19-0485,2019-09-23,1400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-18-19 at 10:00 PM, their property was damaged by an officer assigned to the 14th District."
19-0486,2019-09-24,1600,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-4-19 at 6:06 PM, an officer assigned to the 16th District, did not follow proper police procedure."
19-0487,2019-09-24,2200,UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-20-19 at 1:16 PM, they were treated unprofessionally by a police communications dispatcher within the confines of the 6th District."
19-0488,2019-09-24,2200,LACK OF SERVICE,"According to the complainant, on 9-14-19 at 2:30 PM, they did not receive proper service from officers assigned to the 22nd District."
19-0489,2019-09-24,0900,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-18-19 at 9:30 AM, their civil rights were violated and proper police procedures were not followed by a 9th District officer."
19-0490,2019-09-25,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-23-19 at 2:25 PM, their property was taken by unknown officers and not returned while in the confines of the 24th District."
19-0491,2019-09-24,0200,PHYSICAL ABUSE,"According to the complainant, on 9-24-19 at 5:15 AM, they were verbally abused and threatened by an unknown off-duty officer while in the confines of the 2nd District."
19-0492,2019-09-25,0600,UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-14-19 at 9:00 PM, they were verbally abused and treated unprofessionally by an officer while in the confines of the 6th District."
19-0493,2019-09-25,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-27-19, their property is missing and was not returned by unknown officers within the confines of the 24th District."
19-0494,2019-09-25,1500,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-7-19 at 8:35 AM, they were racially discriminated and did not receive proper service from an officer assigned to the 15th District."
19-0495,2019-09-26,0100,PHYSICAL ABUSE,"According to the complainant, on 8-27-19 at 12:35 AM, they were physically abused and racially profiled by officers assigned to the 1st District."
19-0496,2019-09-27,1800,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 9-19-19, they were improperly stopped and received tickets from an officer assigned to the 19th District."
19-0497,2019-09-30,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-26-19 at 12:51 PM, they were physically and verbally abused by officers assigned to the 19th District."
19-0498,2019-10-01,1600,VERBAL ABUSE,"According to the complainant, on 9-22-19 at 12:30 PM, they were verbally abused and improperly stopped by an unknown officer within the confines of the 16th District."
19-0499,2019-10-02,2200,LACK OF SERVICE,"According to the complainant, on 9-22-19 at 2:00 AM, they did not receive proper service from an officer assigned to the 22nd District."
19-0500,2019-10-01,0300,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-24-19 at 11:55 AM, they are missing money and their property was damaged by an officer assigned to the Narcotics Field Unit within the confines of the 3rd District."
19-0501,2019-10-01,2500,PHYSICAL ABUSE,"According to the complainant, on 9-29-19 at 2:23 AM, they were physically abused by unknown officers while in the confines of the 25th District."
19-0502,2019-10-02,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-24-19 at 6:09 PM, they were physically abused, improperly stopped and searched by officers assigned by 39th District."
19-0503,2019-10-02,7700,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-29-19 at 3:50 PM, their civil rights were violated and they were improperly issued a ticket by an officer assigned to the Airport District."
19-0504,2019-10-03,2200,LACK OF SERVICE,"According to the complainant, on 9-27-19 and 9-28-19, they did not receive proper service from unknown 911 dispatchers within the confines of the 22nd District."
19-0505,2019-10-03,1600,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-12-19 at 4:40 PM, their property was damaged and not returned by officers assigned to the 16th District."
19-0506,2019-10-04,1900,VERBAL ABUSE,"According to the complainant, on 10-2-19 at 4:00 PM, they were verbally abused by an officer assigned to the 19th District."
19-0507,2019-10-07,1900,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 10-2-19 at 7:40 PM, they were improperly issued a ticket by officers assigned to the 18th District."
19-0508,2019-10-04,0600,PHYSICAL ABUSE,"According to the complainant, on 10-1-19 at 4:38 PM, they were improperly searched and physically abused by an officer assigned to the 6th District."
19-0646,2019-12-05,1500,CRIMINAL ALLEGATION,"According to the complainant, on 11-26-19 at 9:10 PM, an officer assigned to the 15th District, violated departmental policy."
19-0509,2019-10-07,1200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-1-19 at 1:36 PM, they were treated unprofessionally and improperly ticketed by an officer assigned to the 12th District."
19-0510,2019-10-07,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-2-19 at 5:29 PM, their property was not returned to them and they were treated unprofessionally by an officer assigned to the 39th District."
